31
35.9
35.9
37.9
36.6
34.1
35
35.2
32.9
34.6
34
35.6
32.1
32.3
32.5
32
35.3
35.8
36
35.6
34.3
32.2
33.9
34
35.3
33.3
31.9
35.5
36.3
35.1
35
